HostCorrectedName	ParasiteCorrectedName	LocationName	Citation
Spermophilus beecheyi	Orchopeas latens	San Diego County, California	Eads et al., 1985
Spermophilus beecheyi	Orchopeas nepos	Washoe County, Nevada	Eads et al., 1985
Spermophilus beecheyi	Yersinia pestis	Berkeley hills, California	Cully, Jr. & Williams, 2001
Spermophilus beecheyi	Yersinia pestis	Yellowstone National Park, Wyoming	Cully, Jr. & Williams, 2001
Spermophilus beecheyi	Eimeria beecheyi	Lake County, near Nevada City, California	Wilber et al., 1998
Spermophilus beecheyi	Eimeria callospermophili	NORTH AMERICA and KASACHSTAN	Wilber et al., 1998
Spermophilus beecheyi	Eimeria cynomysis	NORTH AMERICA and EUROPE	Wilber et al., 1998
Spermophilus beecheyi	Eimeria lateralis	NORTH AMERICA and ASIA	Wilber et al., 1998
Spermophilus beecheyi	Eimeria lateralis	California	Seville & Williams, 1989
Spermophilus beecheyi	Coccidia	Oil Well Road,Salinas and East Garrison	Adams&Strahler, 1972
Spermophilus beecheyi	Yersinia pestis	Near San Francisco	Antolin et al., 2002
Spermophilus beecheyi	Cryptosporidium parvum	Kern County	Atwill et al., 2001
Spermophilus beecheyi	Cryptosporidium parvum	Kern County	Atwill et al., 2001
Spermophilus beecheyi	Bartonella washoensis	Not reported	Bai et al., 2008
Spermophilus beecheyi	Oropsylla montana	California	Barnes, 1993
Spermophilus beecheyi	Oropsylla montana	Oregon	Barnes, 1993
Spermophilus beecheyi	Oropsylla montana	Washington	Barnes, 1993
Spermophilus beecheyi	Oropsylla montana	Western Nevada	Barnes, 1993
Spermophilus beecheyi	Hoplopsyllus anomalus	California	Barnes, 1993
Spermophilus beecheyi	Hoplopsyllus anomalus	Oregon	Barnes, 1993
Spermophilus beecheyi	Hoplopsyllus anomalus	Washington	Barnes, 1993
Spermophilus beecheyi	Hoplopsyllus anomalus	Western Nevada	Barnes, 1993
Spermophilus beecheyi	Ground squirrel hepatitis virus	Not reported	Blumberg 1981
Spermophilus beecheyi	Colorado tick fever	Not reported	Bowen et al 1981
Spermophilus beecheyi	Oropsylla montana	Camp Ohlone, Alameda County, California	Bursten et al 1997
Spermophilus beecheyi	Hoplopsyllus anomalus	Camp Ohlone, Alameda County, California	Bursten et al 1997
Spermophilus beecheyi	Oropsylla montana	UNITED STATES	Buhnerkempe et al 2011
Spermophilus beecheyi	Toxoplasma gondii	Morro Bay, California	Dabritz et al 2008
Spermophilus beldingi	Androlaelaps fahrenholzi	Oregon	Whitaker, Jr. & Maser, 1985
Spermophilus beldingi	Dermacarus reticulosus	Oregon	Whitaker, Jr. & Maser, 1985
Spermophilus beldingi	Cheyletus linsdalei	Oregon	Whitaker, Jr. & Maser, 1985
Spermophilus beldingi	Cheyletus linsdalei	Oregon	Whitaker, Jr. & Maser, 1985
Spermophilus beldingi	Dermacarus reticulosus	Oregon	Whitaker, Jr. & Maser, 1985
Spermophilus beldingi	Androlaelaps fahrenholzi	Oregon	Whitaker, Jr. & Maser, 1985
Spermophilus beldingi	Eimeria callospermophili	California	Shults et al., 1990
Spermophilus beldingi	Eimeria lateralis	California	Seville & Patrick, 2001
Spermophilus beldingi	Orchopeas nepos	Oregon	Eads et al., 1985
Spermophilus beldingi	Eimeria beckeri	EUROPE and ASIA	Wilber et al., 1998
Spermophilus beldingi	Eimeria callospermophili	NORTH AMERICA and KASACHSTAN	Wilber et al., 1998
Spermophilus beldingi	Eimeria callospermophili	NORTH AMERICA	Wilber et al., 1998
Spermophilus beldingi	Eimeria lateralis	NORTH AMERICA and ASIA	Wilber et al., 1998
Spermophilus beldingi	Eimeria lateralis	Not reported	Wilber et al., 1998
Spermophilus beldingi	Thrassis francisi	California	Barnes, 1993
Spermophilus beldingi	Thrassis francisi	Northern Nevada	Barnes, 1993
Spermophilus beldingi	Thrassis francisi	Idaho	Barnes, 1993
Spermophilus beldingi	Thrassis pandorae	California	Barnes, 1993
Spermophilus beldingi	Thrassis pandorae	Oregon	Barnes, 1993
Spermophilus beldingi	Thrassis pandorae	Northern Nevada	Barnes, 1993
Spermophilus beldingi	Thrassis pandorae	Idaho	Barnes, 1993
Spermophilus beldingi	Thrassis petiolatus	California	Barnes, 1993
Spermophilus beldingi	Thrassis petiolatus	Oregon	Barnes, 1993
Spermophilus beldingi	Thrassis petiolatus	Northern Nevada	Barnes, 1993
Spermophilus beldingi	Thrassis petiolatus	Idaho	Barnes, 1993
Spermophilus beldingi	Oropsylla tuberculata	California	Barnes, 1993
Spermophilus beldingi	Oropsylla tuberculata	Oregon	Barnes, 1993
Spermophilus beldingi	Oropsylla tuberculata	Northern Nevada	Barnes, 1993
Spermophilus beldingi	Oropsylla tuberculata	Idaho	Barnes, 1993
Spermophilus undulatus	Eimeria cynomysis	HUNGARY	Shults et al., 1990
Spermophilus undulatus	Eimeria cynomysis	CZECHOSLOVAKIA	Shults et al., 1990
Spermophilus undulatus	Neopsylla setosa	Srem: Fruska Gora: Jazak	Brelih & Trilar, 2000
Spermophilus undulatus	Neopsylla setosa	Srem: Fruska Gora: Cortanovci	Brelih & Trilar, 2000
Spermophilus undulatus	Ctenophthalmus agyrtes	Jakupica: Gorno Begovo, Begovo Pole	Brelih & Trilar, 2000
Spermophilus undulatus	Ctenophthalmus orientalis	Srem: Fruska Gora: Irig	Brelih & Trilar, 2000
Spermophilus undulatus	Ctenophthalmus orientalis	Srem: Fruska Gora: Jazak	Brelih & Trilar, 2000
Spermophilus undulatus	Citellophilus simplex	Sencur, Voglje	Brelih & Trilar, 2000
Spermophilus undulatus	Citellophilus simplex	EUROPE	Brelih & Trilar, 2000
Spermophilus undulatus	Citellophilus simplex	Deliblatska Pescara: Samos	Brelih & Trilar, 2000
Spermophilus undulatus	Citellophilus martinoi	Srem: Fruska Gora: Irig	Brelih & Trilar, 2000
Spermophilus undulatus	Citellophilus martinoi	Srem: Fruska Gora: Jazak	Brelih & Trilar, 2000
Spermophilus undulatus	Citellophilus sp.	Banat: Melenci	Brelih & Trilar, 2000
Spermophilus undulatus	Ixodes laguri	CZECHOSLOVAKIA	Cerny, 1990
Spermophilus undulatus	Eimeria callospermophili	NORTH AMERICA and KASACHSTAN	Wilber et al., 1998
Spermophilus undulatus	Eimeria callospermophili	NORTH AMERICA	Wilber et al., 1998
Spermophilus undulatus	Eimeria cynomysis	NORTH AMERICA and EUROPE	Wilber et al., 1998
Spermophilus undulatus	Neopsylla setosa	Deliblatska pescara: Coka	Brelih & Trilar, 2000
Spermophilus undulatus	Ctenophthalmus orientalis	Crepaja, Banat	Brelih & Trilar, 2000
Spermophilus undulatus	Ctenophthalmus orientalis	Banat: Banatska Palanka	Brelih & Trilar, 2000
Spermophilus undulatus	Ctenophthalmus orientalis	Banat: Zrenjanini, Orlovat, reka Tamis	Brelih & Trilar, 2000
Spermophilus undulatus	Ctenophthalmus orientalis	Banat: Melenci	Brelih & Trilar, 2000
Spermophilus undulatus	Ctenophthalmus orientalis	Deliblatska Pescara: Samos	Brelih & Trilar, 2000
Spermophilus undulatus	Ctenophthalmus orientalis	Deliblatska Pescara: Deliblato	Brelih & Trilar, 2000
Spermophilus undulatus	Ctenophthalmus orientalis	Deliblaska pescara: Coka	Brelih & Trilar, 2000
Spermophilus undulatus	Ctenophthalmus orientalis	Vlasina	Brelih & Trilar, 2000
Spermophilus undulatus	Ctenophthalmus orientalis	Stara Planina: Ponor	Brelih & Trilar, 2000
Spermophilus undulatus	Ctenophthalmus orientalis	Jakupica: Gorno Begovo, Begovo Pole	Brelih & Trilar, 2000
Spermophilus undulatus	Citellophilus simplex	Deliblatska Pescara: Susara	Brelih & Trilar, 2000
Spermophilus undulatus	Citellophilus simplex	Banat: Banatska Palanka	Brelih & Trilar, 2000
Spermophilus undulatus	Citellophilus simplex	Dojransko jezero, Acikot	Brelih & Trilar, 2000
Spermophilus undulatus	Citellophilus simplex	Deliblatska Pescara: Deliblato	Brelih & Trilar, 2000
Spermophilus undulatus	Citellophilus simplex	Deliblatska Pescara: Deliblato	Brelih & Trilar, 2000
Spermophilus undulatus	Citellophilus simplex	Deliblatska Pescara: Deliblato	Brelih & Trilar, 2000
Spermophilus undulatus	Citellophilus martinoi	Banat: Melenci	Brelih & Trilar, 2000
Spermophilus undulatus	Citellophilus martinoi	Vlasinska Tresava	Brelih & Trilar, 2000
Spermophilus undulatus	Citellophilus martinoi	Vlasina	Brelih & Trilar, 2000
Spermophilus undulatus	Citellophilus martinoi	Stara Planina: Ponor	Brelih & Trilar, 2000
Spermophilus undulatus	Citellophilus martinoi	Jakupica, Solunsko Pole	Brelih & Trilar, 2000
Spermophilus undulatus	Citellophilus martinoi	Jakupica: Gorno Begovo, Begovo Pole	Brelih & Trilar, 2000
Spermophilus columbianus	Eimeria callospermophili	Alberta	Shults et al., 1990
Spermophilus columbianus	Eimeria lateralis	Alberta	Seville & Patrick, 2001
Spermophilus columbianus	Eimeria callospermophili	NORTH AMERICA and KASACHSTAN	Wilber et al., 1998
Spermophilus columbianus	Eimeria cynomysis	NORTH AMERICA and EUROPE	Wilber et al., 1998
Spermophilus columbianus	Eimeria lateralis	NORTH AMERICA and ASIA	Wilber et al., 1998
Spermophilus columbianus	Dermacentor andersoni	Bitterroot Valley near Hamilton, Montana	Norment & Burgdorfer, 1985
Spermophilus columbianus	Colorado tick fever	Not reported	Bowen et al 1981
Spermophilus elegans	Eimeria lateralis	Wyoming, irrigated alfalfa-brome field, 10km south of Laramie	Shults et al., 1990
Spermophilus elegans	Eimeria cynomysis	Wyoming, irrigated alfalfa-brome field, 10km south of Laramie	Shults et al., 1990
Spermophilus elegans	Eimeria beecheyi	Wyoming, irrigated alfalfa-brome field, 10km south of Laramie	Shults et al., 1990
Spermophilus elegans	Eimeria vilasi	Wyoming, irrigated alfalfa-brome field, 10km south of Laramie	Shults et al., 1990
Spermophilus elegans	Eimeria callospermophili	Wyoming, irrigated alfalfa-brome field, 10km south of Laramie	Shults et al., 1990
Spermophilus elegans	Eimeria spermophili	Wyoming, irrigated alfalfa-brome field, 10km south of Laramie	Shults et al., 1990
Spermophilus elegans	Eimeria lateralis	Xeric cold desert shrub-steppe, 14km north of Baggs, Wyoming	Shults et al., 1990
Spermophilus elegans	Eimeria cynomysis	Xeric cold desert shrub-steppe, 14km north of Baggs, Wyoming	Shults et al., 1990
Spermophilus elegans	Eimeria beecheyi	Xeric cold desert shrub-steppe, 14km north of Baggs, Wyoming	Shults et al., 1990
Spermophilus elegans	Eimeria vilasi	Xeric cold desert shrub-steppe, 14km north of Baggs, Wyoming	Shults et al., 1990
Spermophilus elegans	Eimeria callospermophili	Xeric cold desert shrub-steppe, 14km north of Baggs, Wyoming	Shults et al., 1990
Spermophilus elegans	Eimeria spermophili	Xeric cold desert shrub-steppe, 14km north of Baggs, Wyoming	Shults et al., 1990
Spermophilus elegans	Eimeria beecheyi	Laramie, Wyoming1	Seville et al., 1992
Spermophilus elegans	Eimeria cynomysis	Laramie, Wyoming1	Seville et al., 1992
Spermophilus elegans	Eimeria callospermophili	Laramie, Wyoming1	Seville et al., 1992
Spermophilus elegans	Eimeria lateralis	Laramie, Wyoming1	Seville et al., 1992
Spermophilus elegans	Eimeria spermophili	Laramie, Wyoming1	Seville et al., 1992
Spermophilus elegans	Eimeria lateralis	Wyoming	Seville & Patrick, 2001
Spermophilus elegans	Eimeria lateralis	Wyoming	Seville & Patrick, 2001
Spermophilus elegans	Eimeria beecheyi	NORTH AMERICA and KASACHSTAN	Wilber et al., 1998
Spermophilus elegans	Eimeria callospermophili	NORTH AMERICA and KASACHSTAN	Wilber et al., 1998
Spermophilus elegans	Eimeria cynomysis	NORTH AMERICA and EUROPE	Wilber et al., 1998
Spermophilus elegans	Eimeria lateralis	NORTH AMERICA and ASIA	Wilber et al., 1998
Spermophilus elegans	Eimeria vilasi	NORTH AMERICA	Wilber et al., 1998
Spermophilus elegans	Eimeria spermophili	NORTH AMERICA	Wilber et al., 1998
Spermophilus elegans	Eimeria beecheyi	11km south of Laramie Wyoming	Shults et al., 1990
Spermophilus elegans	Eimeria vilasi	11km south of Laramie Wyoming	Shults et al., 1990
Spermophilus elegans	Eimeria cynomysis	11km south of Laramie Wyoming	Shults et al., 1990
Spermophilus elegans	Eimeria lateralis	11km south of Laramie Wyoming	Shults et al., 1990
Spermophilus erythrogenys	Eimeria beckeri	EUROPE and ASIA	Wilber et al., 1998
Spermophilus erythrogenys	Eimeria berkinbaevi	Alma- Ata, Chimkiant and Kzyl-Ordin regions	Wilber et al., 1998
Spermophilus erythrogenys	Eimeria callospermophili	NORTH AMERICA and KASACHSTAN	Wilber et al., 1998
Spermophilus erythrogenys	Eimeria callospermophili	ASIA, EUROPE, USA	Wilber et al., 1998
Spermophilus erythrogenys	Eimeria volgenis	KASACHSTAN	Wilber et al., 1998
Spermophilus franklinii	Eimeria cynomysis	Iowa	Shults et al., 1990
Spermophilus franklinii	Eimeria callospermophili	Alberta	Shults et al., 1990
Spermophilus franklinii	Eimeria spermophili	Alberta	Shults et al., 1990
Spermophilus franklinii	Eimeria callospermophili	NORTH AMERICA and KASACHSTAN	Wilber et al., 1998
Spermophilus franklinii	Eimeria cynomysis	NORTH AMERICA and EUROPE	Wilber et al., 1998
Spermophilus franklinii	Eimeria franklinii	Near Ames, Iowa	Wilber et al., 1998
Spermophilus franklinii	Eimeria spermophili	NORTH AMERICA	Wilber et al., 1998
Spermophilus franklinii	Dermacentor andersoni	Birds Hill Provincial Park	Burachynsky&Galloway 1985
Spermophilus franklinii	Dermacentor andersoni	Birds Hill Provincial Park	Burachynsky&Galloway 1985
Spermophilus franklinii	Dermacentor andersoni	Birds Hill Provincial Park	Burachynsky&Galloway 1985
Spermophilus franklinii	Dermacentor andersoni	Birds Hill Provincial Park	Burachynsky&Galloway 1985
Spermophilus fulvus	Eimeria callospermophili	Liechtenstein	Shults et al., 1990
Spermophilus fulvus	Eimeria airculensis	Aktiabinsk region, Irgizski area	Wilber et al., 1998
Spermophilus fulvus	Eimeria beckeri	EUROPE and ASIA	Wilber et al., 1998
Spermophilus fulvus	Eimeria berkinbaevi	Alma- Ata, Chimkiant and Kzyl-Ordin regions	Wilber et al., 1998
Spermophilus fulvus	Eimeria callospermophili	NORTH AMERICA and KASACHSTAN	Wilber et al., 1998
Spermophilus fulvus	Eimeria callospermophili	ASIA, EUROPE, USA	Wilber et al., 1998
Spermophilus fulvus	Eimeria deserticola	Karschinski and Ulianovski regions	Wilber et al., 1998
Spermophilus fulvus	Eimeria beckeri	Not reported	Wilber et al., 1998
Spermophilus lateralis	Opisodasys keeni	Bend, Deschutes County, Oregon	Hopkins, 1985
Spermophilus lateralis	Oropsylla idahoensis	Bend, Deschutes County, Oregon	Hopkins, 1985
Spermophilus lateralis	Aetheca wagneri	Bend, Deschutes County, Oregon	Hopkins, 1985
Spermophilus lateralis	Ceratophyllus ciliatus	Bend, Deschutes County, Oregon	Hopkins, 1985
Spermophilus lateralis	Aetheca eumolpi	Bend, Deschutes County, Oregon	Hopkins, 1985
Spermophilus lateralis	Meringis parkeri	Bend, Deschutes County, Oregon	Hopkins, 1985
Spermophilus lateralis	Epitedia wenmanni	Bend, Deschutes County, Oregon	Hopkins, 1985
Spermophilus lateralis	Peromyscopsylla hesperomys	Bend, Deschutes County, Oregon	Hopkins, 1985
Spermophilus lateralis	Androlaelaps fahrenholzi	Oregon	Whitaker, Jr. & Maser, 1985
Spermophilus lateralis	Dermacarus spermophilus	Oregon	Whitaker, Jr. & Maser, 1985
Spermophilus lateralis	Dermacarus spermophilus	Oregon	Whitaker, Jr. & Maser, 1985
Spermophilus lateralis	Androlaelaps fahrenholzi	Oregon	Whitaker, Jr. & Maser, 1985
Spermophilus lateralis	Coltivirus sp.	Rocky Mountain National Park, Colorado	McLean et al., 1989
Spermophilus lateralis	Dermacentor andersoni	Moraine Park in Rocky Mountain National Park, Colorado	McLean et al., 1989
Spermophilus lateralis	Dermacentor andersoni	Beaver Meadow transect, Rocky Mountain National Park, Colorado	McLean et al., 1989
Spermophilus lateralis	Coltivirus sp.	Moraine Park in Rocky Mountain National Park, Colorado	McLean et al., 1989
Spermophilus lateralis	Coltivirus sp.	Beaver Meadow transect, Rocky Mountain National Park, Colorado	McLean et al., 1989
Spermophilus lateralis	Eimeria lateralis	Southeastern Utah	Shults et al., 1990
Spermophilus lateralis	Eimeria cynomysis	California	Shults et al., 1990
Spermophilus lateralis	Eimeria vilasi	Colorado	Shults et al., 1990
Spermophilus lateralis	Eimeria callospermophili	California	Shults et al., 1990
Spermophilus lateralis	Eimeria callospermophili	Colorado	Shults et al., 1990
Spermophilus lateralis	Eimeria callospermophili	Southeastern Utah	Shults et al., 1990
Spermophilus lateralis	Borrelia bissettii	Pingree Park, Colorado	DeNatale et al., 2002
Spermophilus lateralis	Anaplasma phagocytophilum	Pingree Park, Colorado	DeNatale et al., 2002
Spermophilus lateralis	Ixodes spinipalpis	Pingree Park, Colorado	DeNatale et al., 2002
Spermophilus lateralis	Dermacentor andersoni	Pingree Park, Colorado	DeNatale et al., 2002
Spermophilus lateralis	Bartonella sp.	Galena Creek Park, Washoe County, Nevada	Kosoy et al., 2003
Spermophilus lateralis	Bartonella sp.	Galena Creek Park, Washoe County, Nevada	Kosoy et al., 2003
Spermophilus lateralis	Bartonella sp.	Mount Rose Campground, Washoe County, Nevada	Kosoy et al., 2003
Spermophilus lateralis	Orchopeas nepos	Nevada	Eads et al., 1985
Spermophilus lateralis	Orchopeas nepos	Washoe County, Nevada	Eads et al., 1985
Spermophilus lateralis	Eimeria callospermophili	Placer County, California	Wilber et al., 1998
Spermophilus lateralis	Eimeria cynomysis	NORTH AMERICA and EUROPE	Wilber et al., 1998
Spermophilus lateralis	Eimeria lateralis	Point Imperial on the northern rim of the Grand Canyon, Arizona	Wilber et al., 1998
Spermophilus lateralis	Eimeria vilasi	Moraine Park in Rocky Mountain National Park, Colorado	Wilber et al., 1998
Spermophilus lateralis	Eimeria ovata	NORTH AMERICA	Wilber et al., 1998
Spermophilus lateralis	Eimeria cynomysis	Not reported	Wilber et al., 1998
Spermophilus lateralis	Dermacentor andersoni	Bitterroot Valley near Hamilton, Montana	Norment & Burgdorfer, 1985
Spermophilus lateralis	Eimeria lateralis	Utah	Seville & Williams, 1989
Spermophilus lateralis	Oropsylla idahoensis	Arizona	Barnes, 1993
Spermophilus lateralis	Oropsylla idahoensis	California	Barnes, 1993
Spermophilus lateralis	Oropsylla idahoensis	Colorado	Barnes, 1993
Spermophilus lateralis	Oropsylla idahoensis	Idaho	Barnes, 1993
Spermophilus lateralis	Oropsylla idahoensis	Montana	Barnes, 1993
Spermophilus lateralis	Oropsylla idahoensis	Nevada	Barnes, 1993
Spermophilus lateralis	Oropsylla idahoensis	New Mexico	Barnes, 1993
Spermophilus lateralis	Oropsylla idahoensis	Oregon	Barnes, 1993
Spermophilus lateralis	Oropsylla montana	Arizona	Barnes, 1993
Spermophilus lateralis	Oropsylla montana	California	Barnes, 1993
Spermophilus lateralis	Oropsylla montana	Colorado	Barnes, 1993
Spermophilus lateralis	Oropsylla montana	Idaho	Barnes, 1993
Spermophilus lateralis	Oropsylla montana	Montana	Barnes, 1993
Spermophilus lateralis	Oropsylla montana	Nevada	Barnes, 1993
Spermophilus lateralis	Oropsylla montana	New Mexico	Barnes, 1993
Spermophilus lateralis	Oropsylla montana	Oregon	Barnes, 1993
Spermophilus lateralis	Oropsylla labis	Arizona	Barnes, 1993
Spermophilus lateralis	Oropsylla labis	California	Barnes, 1993
Spermophilus lateralis	Oropsylla labis	Colorado	Barnes, 1993
Spermophilus lateralis	Oropsylla labis	Idaho	Barnes, 1993
Spermophilus lateralis	Oropsylla labis	Montana	Barnes, 1993
Spermophilus lateralis	Oropsylla labis	Nevada	Barnes, 1993
Spermophilus lateralis	Oropsylla labis	New Mexico	Barnes, 1993
Spermophilus lateralis	Oropsylla labis	Oregon	Barnes, 1993
Spermophilus lateralis	Thrassis bacchi	New Mexico	Barnes, 1993
